Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Peace_and_Freedom,Other,Decline_to_State,county,district,district_type,date
17409.0,9243.0,3689.0,337.0,86.0,75.0,25.0,56.0,128.0,3770.0,Alameda,Newark,City,2006-01-03
195989.0,127926.0,14144.0,2926.0,5923.0,743.0,758.0,1549.0,1386.0,40634.0,Alameda,Oakland,City,2006-01-03
7935.0,4093.0,2155.0,83.0,120.0,25.0,3.0,10.0,56.0,1390.0,Alameda,Piedmont,City,2006-01-03
36974.0,13817.0,14398.0,690.0,200.0,165.0,16.0,48.0,239.0,7401.0,Alameda,Pleasanton,City,2006-01-03
37708.0,21945.0,6733.0,634.0,318.0,135.0,53.0,119.0,250.0,7521.0,Alameda,San Leandro,City,2006-01-03
26554.0,14519.0,4578.0,399.0,140.0,70.0,31.0,82.0,202.0,6533.0,Alameda,Union City,City,2006-01-03
65817.0,34970.0,15723.0,1214.0,587.0,357.0,80.0,212.0,494.0,12180.0,Alameda,Unincorporated Area,City,2006-01-03
146.0,54.0,49.0,8.0,2.0,0.0,0.0,0.0,2.0,31.0,Alpine,County Supervisorial 1,County Supervisorial,2006-01-03
135.0,55.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,Alpine,County Supervisorial 2,County Supervisorial,2006-01-03
109.0,50.0,12.0,11.0,0.0,0.0,0.0,1.0,0.0,35.0,Alpine,County Supervisorial 3,County Supervisorial,2006-01-03
203.0,66.0,82.0,1.0,5.0,4.0,0.0,0.0,0.0,45.0,Alpine,County Supervisorial 4,County Supervisorial,2006-01-03
186.0,51.0,85.0,6.0,6.0,0.0,0.0,0.0,0.0,38.0,Alpine,County Supervisorial 5,County Supervisorial,2006-01-03
779.0,276.0,280.0,26.0,15.0,4.0,0.0,1.0,2.0,175.0,Alpine,US Congressional 3,US Congressional,2006-01-03
779.0,276.0,280.0,26.0,15.0,4.0,0.0,1.0,2.0,175.0,Alpine,State Senate 1,State Senate,2006-01-03
779.0,276.0,280.0,26.0,15.0,4.0,0.0,1.0,2.0,175.0,Alpine,State Assembly 4,State Assembly,2006-01-03
779.0,276.0,280.0,26.0,15.0,4.0,0.0,1.0,2.0,175.0,Alpine,State Board of Equalization 2,State Board of Equalization,2006-01-03
779.0,276.0,280.0,26.0,15.0,4.0,0.0,1.0,2.0,175.0,Alpine,Unincorporated Area,City,2006-01-03
3788.0,1351.0,1784.0,130.0,16.0,25.0,2.0,7.0,28.0,445.0,Amador,County Supervisorial 1,County Supervisorial,2006-01-03
3998.0,1281.0,1980.0,119.0,21.0,26.0,7.0,7.0,42.0,515.0,Amador,County Supervisorial 2,County Supervisorial,2006-01-03
3845.0,1355.0,1730.0,103.0,44.0,27.0,1.0,7.0,36.0,542.0,Amador,County Supervisorial 3,County Supervisorial,2006-01-03
3942.0,1442.0,1860.0,109.0,28.0,25.0,0.0,7.0,26.0,445.0,Amador,County Supervisorial 4,County Supervisorial,2006-01-03
4327.0,1523.0,1976.0,118.0,37.0,27.0,3.0,4.0,42.0,597.0,Amador,County Supervisorial 5,County Supervisorial,2006-01-03
19900.0,6952.0,9330.0,579.0,146.0,130.0,13.0,32.0,174.0,2544.0,Amador,US Congressional 3,US Congressional,2006-01-03
19900.0,6952.0,9330.0,579.0,146.0,130.0,13.0,32.0,174.0,2544.0,Amador,State Senate 1,State Senate,2006-01-03
19900.0,6952.0,9330.0,579.0,146.0,130.0,13.0,32.0,174.0,2544.0,Amador,State Assembly 10,State Assembly,2006-01-03
19900.0,6952.0,9330.0,579.0,146.0,130.0,13.0,32.0,174.0,2544.0,Amador,State Board of Equalization 2,State Board of Equalization,2006-01-03
129.0,44.0,50.0,3.0,7.0,1.0,1.0,0.0,1.0,22.0,Amador,Amador,City,2006-01-03
1828.0,590.0,914.0,50.0,7.0,11.0,3.0,3.0,25.0,225.0,Amador,Ione,City,2006-01-03
2290.0,842.0,1065.0,80.0,9.0,17.0,1.0,4.0,17.0,255.0,Amador,Jackson,City,2006-01-03
540.0,189.0,234.0,20.0,4.0,2.0,0.0,0.0,3.0,88.0,Amador,Plymouth,City,2006-01-03
1498.0,601.0,665.0,45.0,16.0,7.0,0.0,2.0,5.0,157.0,Amador,Sutter Creek,City,2006-01-03
13615.0,4686.0,6402.0,381.0,103.0,92.0,8.0,23.0,123.0,1797.0,Amador,Unincorporated Area,City,2006-01-03
21348.0,7283.0,9204.0,718.0,159.0,129.0,26.0,93.0,146.0,3590.0,Butte,County Supervisorial 1,County Supervisorial,2006-01-03
21073.0,8026.0,6765.0,522.0,763.0,191.0,14.0,115.0,137.0,4540.0,Butte,County Supervisorial 2,County Supervisorial,2006-01-03
26599.0,9424.0,10988.0,584.0,705.0,170.0,12.0,102.0,166.0,4448.0,Butte,County Supervisorial 3,County Supervisorial,2006-01-03
20030.0,6557.0,9236.0,535.0,220.0,125.0,23.0,63.0,103.0,3168.0,Butte,County Supervisorial 4,County Supervisorial,2006-01-03
25721.0,8413.0,11601.0,707.0,373.0,174.0,13.0,125.0,187.0,4128.0,Butte,County Supervisorial 5,County Supervisorial,2006-01-03
92414.0,31940.0,38252.0,2297.0,2087.0,657.0,59.0,399.0,597.0,16126.0,Butte,US Congressional 2,US Congressional,2006-01-03
22357.0,7763.0,9542.0,769.0,133.0,132.0,29.0,99.0,142.0,3748.0,Butte,US Congressional 4,US Congressional,2006-01-03
114771.0,39703.0,47794.0,3066.0,2220.0,789.0,88.0,498.0,739.0,19874.0,Butte,State Senate 4,State Senate,2006-01-03
9517.0,2543.0,5244.0,204.0,93.0,51.0,7.0,29.0,41.0,1305.0,Butte,State Assembly 2,State Assembly,2006-01-03
105254.0,37160.0,42550.0,2862.0,2127.0,738.0,81.0,469.0,698.0,18569.0,Butte,State Assembly 3,State Assembly,2006-01-03
114771.0,39703.0,47794.0,3066.0,2220.0,789.0,88.0,498.0,739.0,19874.0,Butte,State Board of Equalization 2,State Board of Equalization,2006-01-03
726.0,271.0,303.0,14.0,4.0,2.0,2.0,1.0,3.0,126.0,Butte,Biggs,City,2006-01-03
37016.0,13996.0,13031.0,892.0,1155.0,305.0,22.0,163.0,245.0,7207.0,Butte,Chico,City,2006-01-03
2216.0,899.0,857.0,56.0,17.0,6.0,3.0,8.0,6.0,364.0,Butte,Gridley,City,2006-01-03
5307.0,1865.0,2128.0,209.0,46.0,35.0,10.0,28.0,29.0,957.0,Butte,Oroville,City,2006-01-03
16711.0,5437.0,7638.0,444.0,228.0,100.0,11.0,90.0,130.0,2633.0,Butte,Paradise,City,2006-01-03
52795.0,17235.0,23837.0,1451.0,770.0,341.0,40.0,208.0,326.0,8587.0,Butte,Unincorporated Area,City,2006-01-03
5683.0,1861.0,2738.0,136.0,33.0,52.0,3.0,8.0,14.0,838.0,Calaveras,County Supervisorial 1,County Supervisorial,2006-01-03
5100.0,1918.0,1984.0,144.0,120.0,70.0,10.0,14.0,23.0,817.0,Calaveras,County Supervisorial 2,County Supervisorial,2006-01-03
4402.0,1538.0,2015.0,97.0,71.0,37.0,1.0,11.0,19.0,613.0,Calaveras,County Supervisorial 3,County Supervisorial,2006-01-03
5484.0,1854.0,2481.0,151.0,62.0,111.0,2.0,19.0,20.0,784.0,Calaveras,County Supervisorial 4,County Supervisorial,2006-01-03
5905.0,1925.0,2749.0,198.0,29.0,45.0,2.0,10.0,20.0,927.0,Calaveras,County Supervisorial 5,County Supervisorial,2006-01-03
26574.0,9096.0,11967.0,726.0,315.0,315.0,18.0,62.0,96.0,3979.0,Calaveras,US Congressional 3,US Congressional,2006-01-03
26574.0,9096.0,11967.0,726.0,315.0,315.0,18.0,62.0,96.0,3979.0,Calaveras,State Senate 1,State Senate,2006-01-03
26574.0,9096.0,11967.0,726.0,315.0,315.0,18.0,62.0,96.0,3979.0,Calaveras,State Assembly 25,State Assembly,2006-01-03
26574.0,9096.0,11967.0,726.0,315.0,315.0,18.0,62.0,96.0,3979.0,Calaveras,State Board of Equalization 2,State Board of Equalization,2006-01-03
2141.0,730.0,990.0,47.0,12.0,50.0,1.0,7.0,5.0,299.0,Calaveras,Angels,City,2006-01-03
24433.0,8366.0,10977.0,679.0,303.0,265.0,17.0,55.0,91.0,3680.0,Calaveras,Unincorporated Area,City,2006-01-03
1504.0,546.0,679.0,32.0,2.0,9.0,1.0,3.0,2.0,230.0,Colusa,County Supervisorial 1,County Supervisorial,2006-01-03
1723.0,676.0,815.0,32.0,4.0,3.0,0.0,6.0,4.0,183.0,Colusa,County Supervisorial 2,County Supervisorial,2006-01-03
1311.0,470.0,608.0,35.0,4.0,4.0,1.0,1.0,2.0,186.0,Colusa,County Supervisorial 3,County Supervisorial,2006-01-03
1657.0,602.0,762.0,49.0,5.0,5.0,0.0,3.0,7.0,224.0,Colusa,County Supervisorial 4,County Supervisorial,2006-01-03
1726.0,574.0,865.0,31.0,7.0,11.0,1.0,9.0,7.0,221.0,Colusa,County Supervisorial 5,County Supervisorial,2006-01-03
7921.0,2868.0,3729.0,179.0,22.0,32.0,3.0,22.0,22.0,1044.0,Colusa,US Congressional 2,US Congressional,2006-01-03
7921.0,2868.0,3729.0,179.0,22.0,32.0,3.0,22.0,22.0,1044.0,Colusa,State Senate 4,State Senate,2006-01-03
7921.0,2868.0,3729.0,179.0,22.0,32.0,3.0,22.0,22.0,1044.0,Colusa,State Assembly 2,State Assembly,2006-01-03
7921.0,2868.0,3729.0,179.0,22.0,32.0,3.0,22.0,22.0,1044.0,Colusa,State Board of Equalization 1,State Board of Equalization,2006-01-03
2378.0,904.0,1126.0,46.0,4.0,8.0,1.0,14.0,8.0,267.0,Colusa,Colusa,City,2006-01-03
1063.0,451.0,419.0,24.0,3.0,2.0,1.0,1.0,3.0,159.0,Colusa,Williams,City,2006-01-03
4480.0,1513.0,2184.0,109.0,15.0,22.0,1.0,7.0,11.0,618.0,Colusa,Unincorporated Area,City,2006-01-03
75447.0,50096.0,8472.0,1036.0,1434.0,296.0,169.0,332.0,414.0,13198.0,Contra Costa,County Supervisorial 1,County Supervisorial,2006-01-03
112457.0,53653.0,34765.0,1965.0,1095.0,553.0,120.0,202.0,906.0,19198.0,Contra Costa,County Supervisorial 2,County Supervisorial,2006-01-03
126723.0,44727.0,55259.0,2242.0,656.0,488.0,74.0,122.0,826.0,22329.0,Contra Costa,County Supervisorial 3,County Supervisorial,2006-01-03
92631.0,42556.0,29083.0,1919.0,830.0,519.0,107.0,231.0,690.0,16696.0,Contra Costa,County Supervisorial 4,County Supervisorial,2006-01-03
84992.0,46669.0,19491.0,1930.0,350.0,330.0,60.0,313.0,460.0,15389.0,Contra Costa,County Supervisorial 5,County Supervisorial,2006-01-03
170681.0,99496.0,32694.0,3219.0,1848.0,782.0,289.0,657.0,1103.0,30593.0,Contra Costa,US Congressional 7,US Congressional,2006-01-03
236993.0,109146.0,76717.0,4283.0,2173.0,1086.0,196.0,459.0,1711.0,41222.0,Contra Costa,US Congressional 10,US Congressional,2006-01-03
84576.0,29059.0,37659.0,1590.0,344.0,318.0,45.0,84.0,482.0,14995.0,Contra Costa,US Congressional 11,US Congressional,2006-01-03
460045.0,215127.0,144495.0,8571.0,3866.0,2087.0,405.0,1008.0,3139.0,81347.0,Contra Costa,State Senate 7,State Senate,2006-01-03
32205.0,22574.0,2575.0,521.0,499.0,99.0,125.0,192.0,157.0,5463.0,Contra Costa,State Senate 9,State Senate,2006-01-03
196730.0,103002.0,49303.0,4143.0,1464.0,953.0,201.0,614.0,1318.0,35732.0,Contra Costa,State Assembly 11,State Assembly,2006-01-03
130980.0,72664.0,29667.0,1954.0,2012.0,570.0,212.0,401.0,878.0,22622.0,Contra Costa,State Assembly 14,State Assembly,2006-01-03
164540.0,62035.0,68100.0,2995.0,889.0,663.0,117.0,185.0,1100.0,28456.0,Contra Costa,State Assembly 15,State Assembly,2006-01-03
492250.0,237701.0,147070.0,9092.0,4365.0,2186.0,530.0,1200.0,3296.0,86810.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2006-01-03
42174.0,22647.0,10315.0,946.0,180.0,155.0,29.0,127.0,210.0,7565.0,Contra Costa,Antioch,City,2006-01-03
19247.0,7715.0,7631.0,415.0,68.0,60.0,3.0,27.0,85.0,3243.0,Contra Costa,Brentwood,City,2006-01-03
7229.0,2658.0,3181.0,131.0,31.0,24.0,6.0,8.0,46.0,1144.0,Contra Costa,Clayton,City,2006-01-03
54685.0,25906.0,16381.0,1212.0,459.0,319.0,59.0,153.0,404.0,9792.0,Contra Costa,Concord,City,2006-01-03
26676.0,8512.0,12897.0,406.0,109.0,107.0,17.0,22.0,162.0,4444.0,Contra Costa,Danville,City,2006-01-03
13614.0,8376.0,1827.0,107.0,390.0,63.0,6.0,47.0,77.0,2721.0,Contra Costa,El Cerrito,City,2006-01-03
10888.0,6338.0,1862.0,157.0,69.0,29.0,19.0,36.0,64.0,2314.0,Contra Costa,Hercules,City,2006-01-03
15911.0,6542.0,6100.0,278.0,191.0,86.0,12.0,16.0,148.0,2538.0,Contra Costa,Lafayette,City,2006-01-03
21093.0,10294.0,5927.0,452.0,250.0,156.0,23.0,43.0,190.0,3758.0,Contra Costa,Martinez,City,2006-01-03
10203.0,3840.0,4202.0,157.0,73.0,43.0,4.0,7.0,78.0,1799.0,Contra Costa,Moraga,City,2006-01-03
11759.0,5688.0,3544.0,306.0,41.0,49.0,5.0,35.0,61.0,2030.0,Contra Costa,Oakley,City,2006-01-03
12714.0,5334.0,4831.0,185.0,122.0,65.0,13.0,12.0,105.0,2047.0,Contra Costa,Orinda,City,2006-01-03
9482.0,5474.0,1969.0,166.0,84.0,35.0,10.0,23.0,63.0,1658.0,Contra Costa,Pinole,City,2006-01-03
22666.0,13742.0,3761.0,471.0,84.0,85.0,19.0,111.0,131.0,4262.0,Contra Costa,Pittsburg,City,2006-01-03
18591.0,8649.0,5594.0,345.0,226.0,92.0,23.0,50.0,151.0,3461.0,Contra Costa,Pleasant Hill,City,2006-01-03
38639.0,26878.0,3505.0,560.0,610.0,115.0,120.0,177.0,195.0,6479.0,Contra Costa,Richmond,City,2006-01-03
7261.0,4804.0,736.0,140.0,80.0,25.0,21.0,56.0,42.0,1357.0,Contra Costa,San Pablo,City,2006-01-03
28259.0,10069.0,11217.0,555.0,136.0,118.0,19.0,31.0,170.0,5944.0,Contra Costa,San Ramon,City,2006-01-03
41423.0,17642.0,15523.0,631.0,343.0,184.0,42.0,43.0,353.0,6662.0,Contra Costa,Walnut Creek,City,2006-01-03
79736.0,36593.0,26067.0,1472.0,819.0,376.0,80.0,176.0,561.0,13592.0,Contra Costa,Unincorporated Area,City,2006-01-03
1951.0,767.0,655.0,70.0,26.0,15.0,0.0,6.0,24.0,388.0,Del Norte,County Supervisorial 1,County Supervisorial,2006-01-03
2195.0,815.0,799.0,73.0,23.0,19.0,2.0,11.0,21.0,432.0,Del Norte,County Supervisorial 2,County Supervisorial,2006-01-03
2928.0,1056.0,1199.0,79.0,20.0,30.0,1.0,4.0,26.0,513.0,Del Norte,County Supervisorial 3,County Supervisorial,2006-01-03
2857.0,966.0,1264.0,75.0,18.0,13.0,1.0,9.0,23.0,488.0,Del Norte,County Supervisorial 4,County Supervisorial,2006-01-03
2819.0,1106.0,1056.0,95.0,34.0,18.0,0.0,11.0,26.0,473.0,Del Norte,County Supervisorial 5,County Supervisorial,2006-01-03
12750.0,4710.0,4973.0,392.0,121.0,95.0,4.0,41.0,120.0,2294.0,Del Norte,US Congressional 1,US Congressional,2006-01-03
12750.0,4710.0,4973.0,392.0,121.0,95.0,4.0,41.0,120.0,2294.0,Del Norte,State Senate 4,State Senate,2006-01-03
12750.0,4710.0,4973.0,392.0,121.0,95.0,4.0,41.0,120.0,2294.0,Del Norte,State Assembly 1,State Assembly,2006-01-03
12750.0,4710.0,4973.0,392.0,121.0,95.0,4.0,41.0,120.0,2294.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2006-01-03
1741.0,675.0,588.0,57.0,21.0,12.0,2.0,9.0,14.0,363.0,Del Norte,Crescent City,City,2006-01-03
11009.0,4035.0,4385.0,335.0,100.0,83.0,2.0,32.0,106.0,1931.0,Del Norte,Unincorporated Area,City,2006-01-03
21457.0,5661.0,11720.0,424.0,110.0,107.0,9.0,30.0,118.0,3278.0,El Dorado,County Supervisorial 1,County Supervisorial,2006-01-03
25211.0,7450.0,12387.0,651.0,224.0,193.0,8.0,61.0,156.0,4081.0,El Dorado,County Supervisorial 2,County Supervisorial,2006-01-03
19318.0,6543.0,8533.0,561.0,238.0,117.0,14.0,73.0,137.0,3102.0,El Dorado,County Supervisorial 3,County Supervisorial,2006-01-03
22652.0,6539.0,11442.0,568.0,236.0,161.0,13.0,34.0,157.0,3502.0,El Dorado,County Supervisorial 4,County Supervisorial,2006-01-03
16069.0,6062.0,4566.0,552.0,364.0,151.0,27.0,90.0,135.0,4122.0,El Dorado,County Supervisorial 5,County Supervisorial,2006-01-03
104707.0,32255.0,48648.0,2756.0,1172.0,729.0,71.0,288.0,703.0,18085.0,El Dorado,US Congressional 4,US Congressional,2006-01-03
104707.0,32255.0,48648.0,2756.0,1172.0,729.0,71.0,288.0,703.0,18085.0,El Dorado,State Senate 1,State Senate,2006-01-03
83030.0,26632.0,36666.0,2354.0,1080.0,632.0,65.0,272.0,605.0,14724.0,El Dorado,State Assembly 4,State Assembly,2006-01-03
21677.0,5623.0,11982.0,402.0,92.0,97.0,6.0,16.0,98.0,3361.0,El Dorado,State Assembly 10,State Assembly,2006-01-03
104707.0,32255.0,48648.0,2756.0,1172.0,729.0,71.0,288.0,703.0,18085.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2006-01-03
5423.0,1954.0,2132.0,167.0,105.0,34.0,4.0,26.0,39.0,962.0,El Dorado,Placerville,City,2006-01-03
9827.0,3744.0,2698.0,361.0,222.0,99.0,19.0,61.0,83.0,2540.0,El Dorado,South Lake Tahoe,City,2006-01-03
89457.0,26557.0,43818.0,2228.0,845.0,596.0,48.0,201.0,581.0,14583.0,El Dorado,Unincorporated Area,City,2006-01-03
56019.0,26742.0,21296.0,904.0,200.0,180.0,40.0,105.0,74.0,6478.0,Fresno,County Supervisorial 1,County Supervisorial,2006-01-03
86328.0,28705.0,45198.0,1311.0,521.0,304.0,44.0,92.0,121.0,10032.0,Fresno,County Supervisorial 2,County Supervisorial,2006-01-03
46199.0,23931.0,15819.0,712.0,346.0,134.0,41.0,104.0,63.0,5049.0,Fresno,County Supervisorial 3,County Supervisorial,2006-01-03
49628.0,21253.0,21839.0,744.0,122.0,123.0,42.0,92.0,61.0,5352.0,Fresno,County Supervisorial 4,County Supervisorial,2006-01-03
84080.0,27162.0,43978.0,1625.0,392.0,318.0,34.0,106.0,120.0,10345.0,Fresno,County Supervisorial 5,County Supervisorial,2006-01-03
1360.0,468.0,737.0,17.0,3.0,5.0,0.0,1.0,2.0,127.0,Fresno,US Congressional 18,US Congressional,2006-01-03
111097.0,41066.0,53471.0,1804.0,692.0,407.0,74.0,150.0,170.0,13263.0,Fresno,US Congressional 19,US Congressional,2006-01-03
80234.0,43060.0,26824.0,1178.0,327.0,212.0,67.0,192.0,88.0,8286.0,Fresno,US Congressional 20,US Congressional,2006-01-03
129563.0,43199.0,67098.0,2297.0,559.0,435.0,60.0,156.0,179.0,15580.0,Fresno,US Congressional 21,US Congressional,2006-01-03
215659.0,72223.0,111321.0,3670.0,1173.0,779.0,116.0,264.0,312.0,25801.0,Fresno,State Senate 14,State Senate,2006-01-03
106595.0,55570.0,36809.0,1626.0,408.0,280.0,85.0,235.0,127.0,11455.0,Fresno,State Senate 16,State Senate,2006-01-03
183923.0,61213.0,95226.0,3182.0,954.0,668.0,95.0,216.0,269.0,22100.0,Fresno,State Assembly 29,State Assembly,2006-01-03
14105.0,4808.0,7285.0,255.0,31.0,51.0,15.0,30.0,18.0,1612.0,Fresno,State Assembly 30,State Assembly,2006-01-03
124226.0,61772.0,45619.0,1859.0,596.0,340.0,91.0,253.0,152.0,13544.0,Fresno,State Assembly 31,State Assembly,2006-01-03
322254.0,127793.0,148130.0,5296.0,1581.0,1059.0,201.0,499.0,439.0,37256.0,Fresno,State Board of Equalization 2,State Board of Equalization,2006-01-03
39492.0,11692.0,21659.0,751.0,165.0,136.0,12.0,43.0,42.0,4992.0,Fresno,Clovis,City,2006-01-03
3349.0,1304.0,1418.0,86.0,7.0,19.0,5.0,10.0,5.0,495.0,Fresno,Coalinga,City,2006-01-03
1379.0,795.0,383.0,22.0,1.0,4.0,1.0,6.0,0.0,167.0,Fresno,Firebaugh,City,2006-01-03
1700.0,803.0,675.0,24.0,2.0,2.0,1.0,2.0,0.0,191.0,Fresno,Fowler,City,2006-01-03
169062.0,71737.0,72360.0,2691.0,977.0,540.0,123.0,273.0,239.0,20122.0,Fresno,Fresno,City,2006-01-03
813.0,578.0,107.0,14.0,1.0,1.0,4.0,8.0,0.0,100.0,Fresno,Huron,City,2006-01-03
3150.0,1495.0,1177.0,53.0,5.0,9.0,1.0,4.0,2.0,404.0,Fresno,Kerman,City,2006-01-03
5091.0,1324.0,3103.0,75.0,12.0,11.0,4.0,4.0,8.0,550.0,Fresno,Kingsburg,City,2006-01-03
1500.0,1097.0,256.0,17.0,3.0,9.0,1.0,3.0,0.0,114.0,Fresno,Mendota,City,2006-01-03
1261.0,753.0,332.0,11.0,0.0,3.0,6.0,4.0,3.0,149.0,Fresno,Orange Cove,City,2006-01-03
2521.0,1726.0,482.0,29.0,6.0,5.0,1.0,12.0,4.0,256.0,Fresno,Parlier,City,2006-01-03
6785.0,2579.0,3255.0,91.0,29.0,17.0,5.0,8.0,7.0,794.0,Fresno,Reedley,City,2006-01-03
446.0,292.0,79.0,12.0,0.0,1.0,0.0,4.0,0.0,58.0,Fresno,San Joaquin,City,2006-01-03
6399.0,3593.0,2019.0,70.0,17.0,20.0,3.0,13.0,10.0,654.0,Fresno,Sanger,City,2006-01-03
6874.0,3212.0,2808.0,113.0,14.0,9.0,5.0,10.0,3.0,700.0,Fresno,Selma,City,2006-01-03
72432.0,24813.0,38017.0,1237.0,342.0,273.0,29.0,95.0,116.0,7510.0,Fresno,Unincorporated Area,City,2006-01-03
2463.0,777.0,1162.0,67.0,10.0,14.0,1.0,11.0,9.0,412.0,Glenn,County Supervisorial 1,County Supervisorial,2006-01-03
2224.0,737.0,1049.0,53.0,15.0,3.0,3.0,6.0,5.0,353.0,Glenn,County Supervisorial 2,County Supervisorial,2006-01-03
2752.0,811.0,1478.0,77.0,4.0,7.0,2.0,6.0,3.0,364.0,Glenn,County Supervisorial 3,County Supervisorial,2006-01-03
2227.0,785.0,971.0,71.0,4.0,10.0,2.0,6.0,10.0,368.0,Glenn,County Supervisorial 4,County Supervisorial,2006-01-03
2037.0,757.0,932.0,40.0,10.0,5.0,1.0,10.0,1.0,281.0,Glenn,County Supervisorial 5,County Supervisorial,2006-01-03
11703.0,3867.0,5592.0,308.0,43.0,39.0,9.0,39.0,28.0,1778.0,Glenn,US Congressional 2,US Congressional,2006-01-03
11703.0,3867.0,5592.0,308.0,43.0,39.0,9.0,39.0,28.0,1778.0,Glenn,State Senate 4,State Senate,2006-01-03
11703.0,3867.0,5592.0,308.0,43.0,39.0,9.0,39.0,28.0,1778.0,Glenn,State Assembly 2,State Assembly,2006-01-03
11703.0,3867.0,5592.0,308.0,43.0,39.0,9.0,39.0,28.0,1778.0,Glenn,State Board of Equalization 2,State Board of Equalization,2006-01-03
2482.0,844.0,1129.0,59.0,18.0,3.0,3.0,9.0,5.0,412.0,Glenn,Orland,City,2006-01-03
2520.0,890.0,1096.0,80.0,4.0,10.0,2.0,8.0,10.0,420.0,Glenn,Willows,City,2006-01-03
6701.0,2133.0,3367.0,169.0,21.0,26.0,4.0,22.0,13.0,946.0,Glenn,Unincorporated Area,City,2006-01-03
15309.0,5952.0,5918.0,338.0,386.0,112.0,11.0,34.0,59.0,2499.0,Humboldt,County Supervisorial 1,County Supervisorial,2006-01-03
16202.0,6280.0,5642.0,411.0,619.0,145.0,18.0,62.0,37.0,2988.0,Humboldt,County Supervisorial 2,County Supervisorial,2006-01-03
