Total_Registered,Democratic,Republican,American_Independent,Americans_Elect,Green,Libertarian,Peace_and_Freedom,Other,No_Party_Preference,county,district,district_type,date
22847.0,9778.0,5698.0,634.0,2.0,81.0,133.0,35.0,1497.0,4989.0,Alameda,Dublin,City,2012-10-22
6148.0,3698.0,475.0,125.0,0.0,100.0,45.0,19.0,447.0,1239.0,Alameda,Emeryville,City,2012-10-22
100345.0,46474.0,17901.0,2002.0,3.0,488.0,417.0,218.0,6118.0,26724.0,Alameda,Fremont,City,2012-10-22
61158.0,36574.0,8002.0,1336.0,2.0,333.0,255.0,269.0,2851.0,11536.0,Alameda,Hayward,City,2012-10-22
48709.0,19290.0,16281.0,1448.0,1.0,220.0,286.0,84.0,2073.0,9026.0,Alameda,Livermore,City,2012-10-22
20253.0,10886.0,3437.0,452.0,0.0,89.0,99.0,58.0,883.0,4349.0,Alameda,Newark,City,2012-10-22
213899.0,142362.0,13300.0,3271.0,22.0,4078.0,784.0,1110.0,11745.0,37227.0,Alameda,Oakland,City,2012-10-22
8511.0,4768.0,1684.0,148.0,0.0,64.0,28.0,10.0,281.0,1528.0,Alameda,Piedmont,City,2012-10-22
42485.0,16303.0,13634.0,1010.0,2.0,155.0,248.0,62.0,2284.0,8787.0,Alameda,Pleasanton,City,2012-10-22
42616.0,25048.0,5968.0,899.0,1.0,255.0,150.0,140.0,1753.0,8402.0,Alameda,San Leandro,City,2012-10-22
32909.0,18024.0,4421.0,564.0,0.0,141.0,99.0,103.0,1720.0,7837.0,Alameda,Union City,City,2012-10-22
73575.0,39543.0,14497.0,1661.0,4.0,544.0,401.0,196.0,2946.0,13783.0,Alameda,Unincorporated Area,City,2012-10-22
142.0,56.0,50.0,7.0,0.0,2.0,0.0,0.0,2.0,25.0,Alpine,County Supervisorial  1,County Supervisorial,2012-10-22
153.0,65.0,47.0,1.0,0.0,2.0,0.0,1.0,0.0,37.0,Alpine,County Supervisorial  2,County Supervisorial,2012-10-22
110.0,47.0,19.0,9.0,0.0,1.0,0.0,1.0,1.0,32.0,Alpine,County Supervisorial  3,County Supervisorial,2012-10-22
200.0,78.0,52.0,4.0,0.0,2.0,3.0,0.0,2.0,59.0,Alpine,County Supervisorial  4,County Supervisorial,2012-10-22
168.0,45.0,69.0,8.0,0.0,5.0,0.0,0.0,0.0,41.0,Alpine,County Supervisorial  5,County Supervisorial,2012-10-22
773.0,291.0,237.0,29.0,0.0,12.0,3.0,2.0,5.0,194.0,Alpine,US Congressional  4,US Congressional,2012-10-22
773.0,291.0,237.0,29.0,0.0,12.0,3.0,2.0,5.0,194.0,Alpine,State Senate  1,State Senate,2012-10-22
773.0,291.0,237.0,29.0,0.0,12.0,3.0,2.0,5.0,194.0,Alpine,State Assembly  5,State Assembly,2012-10-22
773.0,291.0,237.0,29.0,0.0,12.0,3.0,2.0,5.0,194.0,Alpine,State Board of Equalization 1,State Board of Equalization,2012-10-22
773.0,291.0,237.0,29.0,0.0,12.0,3.0,2.0,5.0,194.0,Alpine,Unincorporated Area,City,2012-10-22
4107.0,1317.0,1814.0,160.0,0.0,14.0,37.0,7.0,10.0,748.0,Amador,County Supervisorial  1,County Supervisorial,2012-10-22
4642.0,1286.0,2279.0,209.0,0.0,19.0,38.0,13.0,18.0,780.0,Amador,County Supervisorial  2,County Supervisorial,2012-10-22
3988.0,1365.0,1699.0,158.0,0.0,35.0,30.0,10.0,17.0,674.0,Amador,County Supervisorial  3,County Supervisorial,2012-10-22
4348.0,1435.0,1965.0,175.0,0.0,20.0,28.0,6.0,9.0,710.0,Amador,County Supervisorial  4,County Supervisorial,2012-10-22
4418.0,1438.0,1968.0,154.0,0.0,32.0,39.0,9.0,20.0,758.0,Amador,County Supervisorial  5,County Supervisorial,2012-10-22
21503.0,6841.0,9725.0,856.0,0.0,120.0,172.0,45.0,74.0,3670.0,Amador,US Congressional  4,US Congressional,2012-10-22
21503.0,6841.0,9725.0,856.0,0.0,120.0,172.0,45.0,74.0,3670.0,Amador,State Senate  8,State Senate,2012-10-22
21503.0,6841.0,9725.0,856.0,0.0,120.0,172.0,45.0,74.0,3670.0,Amador,State Assembly  5,State Assembly,2012-10-22
21503.0,6841.0,9725.0,856.0,0.0,120.0,172.0,45.0,74.0,3670.0,Amador,State Board of Equalization 1,State Board of Equalization,2012-10-22
128.0,42.0,54.0,5.0,0.0,1.0,2.0,0.0,1.0,23.0,Amador,Amador,City,2012-10-22
2273.0,616.0,1129.0,98.0,0.0,9.0,22.0,5.0,5.0,389.0,Amador,Ione,City,2012-10-22
2581.0,843.0,1094.0,111.0,0.0,12.0,30.0,3.0,10.0,478.0,Amador,Jackson,City,2012-10-22
520.0,163.0,203.0,26.0,0.0,3.0,8.0,2.0,0.0,115.0,Amador,Plymouth,City,2012-10-22
1707.0,616.0,714.0,70.0,0.0,10.0,9.0,2.0,2.0,284.0,Amador,Sutter Creek,City,2012-10-22
14294.0,4561.0,6531.0,546.0,0.0,85.0,101.0,33.0,56.0,2381.0,Amador,Unincorporated Area,City,2012-10-22
22275.0,6794.0,8810.0,919.0,2.0,147.0,159.0,96.0,227.0,5121.0,Butte,County Supervisorial  1,County Supervisorial,2012-10-22
25420.0,9656.0,8281.0,710.0,0.0,394.0,207.0,94.0,247.0,5831.0,Butte,County Supervisorial  2,County Supervisorial,2012-10-22
25242.0,9560.0,8657.0,699.0,1.0,391.0,236.0,85.0,301.0,5312.0,Butte,County Supervisorial  3,County Supervisorial,2012-10-22
21954.0,7513.0,8322.0,710.0,0.0,239.0,200.0,74.0,246.0,4650.0,Butte,County Supervisorial  4,County Supervisorial,2012-10-22
27663.0,8631.0,11369.0,1070.0,0.0,266.0,221.0,99.0,389.0,5618.0,Butte,County Supervisorial  5,County Supervisorial,2012-10-22
122554.0,42154.0,45439.0,4108.0,3.0,1437.0,1023.0,448.0,1410.0,26532.0,Butte,US Congressional  1,US Congressional,2012-10-22
122554.0,42154.0,45439.0,4108.0,3.0,1437.0,1023.0,448.0,1410.0,26532.0,Butte,State Senate  4,State Senate,2012-10-22
12156.0,3758.0,4815.0,498.0,0.0,137.0,96.0,51.0,137.0,2664.0,Butte,State Assembly  1,State Assembly,2012-10-22
110398.0,38396.0,40624.0,3610.0,3.0,1300.0,927.0,397.0,1273.0,23868.0,Butte,State Assembly  3,State Assembly,2012-10-22
122554.0,42154.0,45439.0,4108.0,3.0,1437.0,1023.0,448.0,1410.0,26532.0,Butte,State Board of Equalization 1,State Board of Equalization,2012-10-22
750.0,278.0,286.0,24.0,0.0,7.0,4.0,3.0,3.0,145.0,Butte,Biggs,City,2012-10-22
47744.0,19082.0,14456.0,1362.0,1.0,752.0,454.0,159.0,551.0,10927.0,Butte,Chico,City,2012-10-22
2613.0,990.0,916.0,92.0,0.0,17.0,17.0,11.0,25.0,545.0,Butte,Gridley,City,2012-10-22
6397.0,2020.0,2320.0,265.0,2.0,44.0,60.0,31.0,55.0,1600.0,Butte,Oroville,City,2012-10-22
16448.0,5127.0,6738.0,629.0,0.0,157.0,135.0,65.0,256.0,3341.0,Butte,Paradise,City,2012-10-22
48602.0,14657.0,20723.0,1736.0,0.0,460.0,353.0,179.0,520.0,9974.0,Butte,Unincorporated Area,City,2012-10-22
5569.0,1585.0,2572.0,254.0,2.0,25.0,55.0,10.0,36.0,1030.0,Calaveras,County Supervisorial  1,County Supervisorial,2012-10-22
5549.0,1917.0,2039.0,255.0,0.0,99.0,71.0,21.0,43.0,1104.0,Calaveras,County Supervisorial  2,County Supervisorial,2012-10-22
6280.0,2134.0,2557.0,250.0,0.0,79.0,68.0,18.0,42.0,1132.0,Calaveras,County Supervisorial  3,County Supervisorial,2012-10-22
6279.0,1842.0,2734.0,292.0,1.0,36.0,106.0,26.0,46.0,1196.0,Calaveras,County Supervisorial  4,County Supervisorial,2012-10-22
5337.0,1474.0,2468.0,255.0,0.0,24.0,39.0,14.0,48.0,1015.0,Calaveras,County Supervisorial  5,County Supervisorial,2012-10-22
29014.0,8952.0,12370.0,1306.0,3.0,263.0,339.0,89.0,215.0,5477.0,Calaveras,US Congressional  4,US Congressional,2012-10-22
29014.0,8952.0,12370.0,1306.0,3.0,263.0,339.0,89.0,215.0,5477.0,Calaveras,State Senate  8,State Senate,2012-10-22
29014.0,8952.0,12370.0,1306.0,3.0,263.0,339.0,89.0,215.0,5477.0,Calaveras,State Assembly  5,State Assembly,2012-10-22
29014.0,8952.0,12370.0,1306.0,3.0,263.0,339.0,89.0,215.0,5477.0,Calaveras,State Board of Equalization 1,State Board of Equalization,2012-10-22
2396.0,758.0,1029.0,93.0,0.0,14.0,51.0,8.0,13.0,430.0,Calaveras,Angels,City,2012-10-22
26618.0,8194.0,11341.0,1213.0,3.0,249.0,288.0,81.0,202.0,5047.0,Calaveras,Unincorporated Area,City,2012-10-22
1630.0,570.0,719.0,36.0,0.0,5.0,7.0,2.0,0.0,291.0,Colusa,County Supervisorial  1,County Supervisorial,2012-10-22
1696.0,604.0,768.0,42.0,0.0,1.0,4.0,1.0,0.0,276.0,Colusa,County Supervisorial  2,County Supervisorial,2012-10-22
1242.0,446.0,528.0,18.0,0.0,5.0,7.0,0.0,1.0,237.0,Colusa,County Supervisorial  3,County Supervisorial,2012-10-22
1338.0,462.0,593.0,34.0,0.0,4.0,4.0,0.0,1.0,240.0,Colusa,County Supervisorial  4,County Supervisorial,2012-10-22
1859.0,594.0,928.0,42.0,0.0,4.0,9.0,7.0,0.0,275.0,Colusa,County Supervisorial  5,County Supervisorial,2012-10-22
7765.0,2676.0,3536.0,172.0,0.0,19.0,31.0,10.0,2.0,1319.0,Colusa,US Congressional  3,US Congressional,2012-10-22
7765.0,2676.0,3536.0,172.0,0.0,19.0,31.0,10.0,2.0,1319.0,Colusa,State Senate  4,State Senate,2012-10-22
4339.0,1422.0,2098.0,108.0,0.0,6.0,16.0,8.0,1.0,680.0,Colusa,State Assembly  3,State Assembly,2012-10-22
3426.0,1254.0,1438.0,64.0,0.0,13.0,15.0,2.0,1.0,639.0,Colusa,State Assembly  4,State Assembly,2012-10-22
7765.0,2676.0,3536.0,172.0,0.0,19.0,31.0,10.0,2.0,1319.0,Colusa,State Board of Equalization 2,State Board of Equalization,2012-10-22
2272.0,816.0,1009.0,56.0,0.0,2.0,7.0,7.0,0.0,375.0,Colusa,Colusa,City,2012-10-22
1157.0,498.0,373.0,13.0,0.0,3.0,6.0,0.0,1.0,263.0,Colusa,Williams,City,2012-10-22
4336.0,1362.0,2154.0,103.0,0.0,14.0,18.0,3.0,1.0,681.0,Colusa,Unincorporated Area,City,2012-10-22
91691.0,60064.0,8832.0,1627.0,4.0,1172.0,371.0,351.0,255.0,19015.0,Contra Costa,County Supervisorial  1,County Supervisorial,2012-10-22
140139.0,55880.0,47480.0,3346.0,0.0,586.0,751.0,126.0,347.0,31623.0,Contra Costa,County Supervisorial  2,County Supervisorial,2012-10-22
104546.0,49488.0,29816.0,3172.0,6.0,308.0,494.0,194.0,223.0,20845.0,Contra Costa,County Supervisorial  3,County Supervisorial,2012-10-22
122192.0,56094.0,33084.0,3435.0,2.0,833.0,745.0,272.0,363.0,27364.0,Contra Costa,County Supervisorial  4,County Supervisorial,2012-10-22
97783.0,54231.0,17813.0,2579.0,4.0,607.0,508.0,325.0,285.0,21431.0,Contra Costa,County Supervisorial  5,County Supervisorial,2012-10-22
49151.0,27534.0,8414.0,1235.0,4.0,375.0,235.0,143.0,149.0,11062.0,Contra Costa,US Congressional  5,US Congressional,2012-10-22
90623.0,44348.0,24505.0,2811.0,5.0,275.0,419.0,172.0,203.0,17885.0,Contra Costa,US Congressional  9,US Congressional,2012-10-22
378473.0,189100.0,92547.0,9131.0,7.0,2745.0,2028.0,914.0,1046.0,80955.0,Contra Costa,US Congressional 11,US Congressional,2012-10-22
38104.0,14775.0,11559.0,982.0,0.0,111.0,187.0,39.0,75.0,10376.0,Contra Costa,US Congressional 15,US Congressional,2012-10-22
48496.0,23281.0,11863.0,1439.0,1.0,480.0,329.0,129.0,176.0,10798.0,Contra Costa,State Senate  3,State Senate,2012-10-22
393366.0,178900.0,113105.0,10626.0,10.0,1725.0,2091.0,732.0,983.0,85194.0,Contra Costa,State Senate  7,State Senate,2012-10-22
114489.0,73576.0,12057.0,2094.0,5.0,1301.0,449.0,407.0,314.0,24286.0,Contra Costa,State Senate  9,State Senate,2012-10-22
108511.0,54866.0,27574.0,3340.0,7.0,346.0,508.0,240.0,251.0,21379.0,Contra Costa,State Assembly 11,State Assembly,2012-10-22
167135.0,81931.0,40385.0,4774.0,3.0,1137.0,1022.0,468.0,500.0,36915.0,Contra Costa,State Assembly 14,State Assembly,2012-10-22
109788.0,70727.0,11344.0,1988.0,5.0,1269.0,431.0,391.0,299.0,23334.0,Contra Costa,State Assembly 15,State Assembly,2012-10-22
170917.0,68233.0,57722.0,4057.0,1.0,754.0,908.0,169.0,423.0,38650.0,Contra Costa,State Assembly 16,State Assembly,2012-10-22
556351.0,275757.0,137025.0,14159.0,16.0,3506.0,2869.0,1268.0,1473.0,120278.0,Contra Costa,State Board of Equalization 2,State Board of Equalization,2012-10-22
46473.0,25741.0,9274.0,1371.0,3.0,177.0,206.0,121.0,118.0,9462.0,Contra Costa,Antioch,City,2012-10-22
27290.0,11850.0,8857.0,861.0,1.0,70.0,132.0,47.0,66.0,5406.0,Contra Costa,Brentwood,City,2012-10-22
7527.0,2860.0,2879.0,234.0,0.0,24.0,39.0,12.0,18.0,1461.0,Contra Costa,Clayton,City,2012-10-22
59924.0,28751.0,14930.0,1803.0,1.0,397.0,386.0,163.0,186.0,13307.0,Contra Costa,Concord,City,2012-10-22
28577.0,9631.0,12007.0,704.0,0.0,78.0,159.0,18.0,62.0,5918.0,Contra Costa,Danville,City,2012-10-22
14620.0,9292.0,1339.0,170.0,0.0,319.0,83.0,36.0,30.0,3351.0,Contra Costa,El Cerrito,City,2012-10-22
13038.0,7705.0,1784.0,245.0,0.0,49.0,32.0,23.0,30.0,3170.0,Contra Costa,Hercules,City,2012-10-22
17111.0,7570.0,5236.0,382.0,0.0,114.0,90.0,23.0,62.0,3634.0,Contra Costa,Lafayette,City,2012-10-22
22281.0,10858.0,5496.0,662.0,0.0,204.0,157.0,61.0,94.0,4749.0,Contra Costa,Martinez,City,2012-10-22
10546.0,4272.0,3458.0,206.0,0.0,45.0,64.0,8.0,29.0,2464.0,Contra Costa,Moraga,City,2012-10-22
17147.0,9194.0,4090.0,544.0,1.0,57.0,80.0,26.0,29.0,3126.0,Contra Costa,Oakley,City,2012-10-22
13349.0,6001.0,4047.0,259.0,0.0,77.0,84.0,7.0,31.0,2843.0,Contra Costa,Orinda,City,2012-10-22
10389.0,5948.0,1802.0,240.0,1.0,82.0,46.0,27.0,23.0,2220.0,Contra Costa,Pinole,City,2012-10-22
27256.0,16495.0,3904.0,653.0,2.0,89.0,120.0,112.0,55.0,5826.0,Contra Costa,Pittsburg,City,2012-10-22
19956.0,9299.0,4964.0,561.0,0.0,199.0,135.0,48.0,58.0,4692.0,Contra Costa,Pleasant Hill,City,2012-10-22
43689.0,29792.0,3457.0,805.0,1.0,492.0,153.0,199.0,141.0,8649.0,Contra Costa,Richmond,City,2012-10-22
8701.0,5736.0,713.0,145.0,0.0,59.0,35.0,44.0,23.0,1946.0,Contra Costa,San Pablo,City,2012-10-22
36024.0,14037.0,10679.0,924.0,0.0,107.0,181.0,37.0,72.0,9987.0,Contra Costa,San Ramon,City,2012-10-22
43794.0,19691.0,13123.0,1034.0,1.0,231.0,216.0,64.0,107.0,9327.0,Contra Costa,Walnut Creek,City,2012-10-22
88659.0,41034.0,24986.0,2356.0,5.0,636.0,471.0,192.0,239.0,18740.0,Contra Costa,Unincorporated Area,City,2012-10-22
1983.0,711.0,619.0,108.0,0.0,26.0,15.0,11.0,27.0,466.0,Del Norte,County Supervisorial  1,County Supervisorial,2012-10-22
2153.0,769.0,707.0,99.0,0.0,17.0,15.0,13.0,35.0,498.0,Del Norte,County Supervisorial  2,County Supervisorial,2012-10-22
2858.0,1005.0,1145.0,114.0,0.0,21.0,30.0,6.0,23.0,514.0,Del Norte,County Supervisorial  3,County Supervisorial,2012-10-22
2816.0,876.0,1240.0,118.0,0.0,13.0,12.0,12.0,31.0,514.0,Del Norte,County Supervisorial  4,County Supervisorial,2012-10-22
2706.0,995.0,971.0,123.0,0.0,25.0,16.0,10.0,36.0,530.0,Del Norte,County Supervisorial  5,County Supervisorial,2012-10-22
12516.0,4356.0,4682.0,562.0,0.0,102.0,88.0,52.0,152.0,2522.0,Del Norte,US Congressional  2,US Congressional,2012-10-22
12516.0,4356.0,4682.0,562.0,0.0,102.0,88.0,52.0,152.0,2522.0,Del Norte,State Senate  2,State Senate,2012-10-22
12516.0,4356.0,4682.0,562.0,0.0,102.0,88.0,52.0,152.0,2522.0,Del Norte,State Assembly  2,State Assembly,2012-10-22
12516.0,4356.0,4682.0,562.0,0.0,102.0,88.0,52.0,152.0,2522.0,Del Norte,State Board of Equalization 2,State Board of Equalization,2012-10-22
1794.0,638.0,516.0,102.0,0.0,18.0,14.0,9.0,25.0,472.0,Del Norte,Crescent City,City,2012-10-22
10722.0,3718.0,4166.0,460.0,0.0,84.0,74.0,43.0,127.0,2050.0,Del Norte,Unincorporated Area,City,2012-10-22
22859.0,5862.0,11516.0,663.0,0.0,58.0,187.0,14.0,169.0,4390.0,El Dorado,County Supervisorial  1,County Supervisorial,2012-10-22
23035.0,6253.0,11035.0,931.0,1.0,126.0,213.0,56.0,175.0,4245.0,El Dorado,County Supervisorial  2,County Supervisorial,2012-10-22
22000.0,6775.0,9513.0,871.0,0.0,191.0,187.0,78.0,162.0,4223.0,El Dorado,County Supervisorial  3,County Supervisorial,2012-10-22
24157.0,6618.0,11580.0,898.0,2.0,162.0,209.0,44.0,191.0,4453.0,El Dorado,County Supervisorial  4,County Supervisorial,2012-10-22
18583.0,6824.0,5126.0,814.0,1.0,354.0,203.0,103.0,183.0,4975.0,El Dorado,County Supervisorial  5,County Supervisorial,2012-10-22
110634.0,32332.0,48770.0,4177.0,4.0,891.0,999.0,295.0,880.0,22286.0,El Dorado,US Congressional  4,US Congressional,2012-10-22
110634.0,32332.0,48770.0,4177.0,4.0,891.0,999.0,295.0,880.0,22286.0,El Dorado,State Senate  1,State Senate,2012-10-22
72178.0,22344.0,29563.0,2910.0,3.0,757.0,665.0,249.0,593.0,15094.0,El Dorado,State Assembly  5,State Assembly,2012-10-22
38456.0,9988.0,19207.0,1267.0,1.0,134.0,334.0,46.0,287.0,7192.0,El Dorado,State Assembly  6,State Assembly,2012-10-22
110634.0,32332.0,48770.0,4177.0,4.0,891.0,999.0,295.0,880.0,22286.0,El Dorado,State Board of Equalization 1,State Board of Equalization,2012-10-22
5497.0,1867.0,2076.0,216.0,0.0,71.0,48.0,24.0,38.0,1157.0,El Dorado,Placerville,City,2012-10-22
9248.0,3561.0,2132.0,408.0,0.0,204.0,111.0,74.0,99.0,2659.0,El Dorado,South Lake Tahoe,City,2012-10-22
95889.0,26904.0,44562.0,3553.0,4.0,616.0,840.0,197.0,743.0,18470.0,El Dorado,Unincorporated Area,City,2012-10-22
70996.0,34123.0,21144.0,1902.0,3.0,214.0,290.0,219.0,764.0,12337.0,Fresno,County Supervisorial  1,County Supervisorial,2012-10-22
106777.0,35914.0,49377.0,2799.0,2.0,510.0,539.0,191.0,1262.0,16183.0,Fresno,County Supervisorial  2,County Supervisorial,2012-10-22
66774.0,35142.0,16591.0,1472.0,2.0,340.0,287.0,290.0,732.0,11918.0,Fresno,County Supervisorial  3,County Supervisorial,2012-10-22
64676.0,27358.0,24132.0,1469.0,2.0,155.0,241.0,176.0,652.0,10491.0,Fresno,County Supervisorial  4,County Supervisorial,2012-10-22
100965.0,32126.0,47023.0,3043.0,1.0,356.0,520.0,196.0,1212.0,16488.0,Fresno,County Supervisorial  5,County Supervisorial,2012-10-22
9426.0,2078.0,5398.0,339.0,0.0,42.0,72.0,13.0,110.0,1374.0,Fresno,US Congressional  4,US Congressional,2012-10-22
124406.0,63662.0,33014.0,2807.0,4.0,567.0,526.0,492.0,1369.0,21965.0,Fresno,US Congressional 16,US Congressional,2012-10-22
67357.0,29331.0,24149.0,1713.0,3.0,156.0,268.0,180.0,668.0,10889.0,Fresno,US Congressional 21,US Congressional,2012-10-22
208999.0,69592.0,95706.0,5826.0,3.0,810.0,1011.0,387.0,2475.0,33189.0,Fresno,US Congressional 22,US Congressional,2012-10-22
270498.0,97077.0,115428.0,7461.0,5.0,1146.0,1342.0,609.0,3206.0,44224.0,Fresno,State Senate  8,State Senate,2012-10-22
43144.0,17227.0,16942.0,1224.0,3.0,91.0,187.0,116.0,442.0,6912.0,Fresno,State Senate 12,State Senate,2012-10-22
96546.0,50359.0,25897.0,2000.0,2.0,338.0,348.0,347.0,974.0,16281.0,Fresno,State Senate 14,State Senate,2012-10-22
245958.0,84985.0,108853.0,6864.0,5.0,1018.0,1225.0,516.0,2915.0,39577.0,Fresno,State Assembly 23,State Assembly,2012-10-22
164230.0,79678.0,49414.0,3821.0,5.0,557.0,652.0,556.0,1707.0,27840.0,Fresno,State Assembly 31,State Assembly,2012-10-22
410188.0,164663.0,158267.0,10685.0,10.0,1575.0,1877.0,1072.0,4622.0,67417.0,Fresno,State Board of Equalization 1,State Board of Equalization,2012-10-22
53825.0,15651.0,26714.0,1645.0,1.0,162.0,257.0,88.0,600.0,8707.0,Fresno,Clovis,City,2012-10-22
4328.0,1670.0,1559.0,133.0,2.0,13.0,22.0,12.0,45.0,872.0,Fresno,Coalinga,City,2012-10-22
2069.0,1191.0,457.0,49.0,1.0,3.0,7.0,13.0,20.0,328.0,Fresno,Firebaugh,City,2012-10-22
2541.0,1115.0,883.0,38.0,0.0,3.0,7.0,8.0,22.0,465.0,Fresno,Fowler,City,2012-10-22
218277.0,95683.0,74333.0,5455.0,5.0,968.0,998.0,637.0,2544.0,37654.0,Fresno,Fresno,City,2012-10-22
978.0,635.0,141.0,24.0,0.0,1.0,5.0,5.0,12.0,155.0,Fresno,Huron,City,2012-10-22
5043.0,2377.0,1443.0,254.0,0.0,4.0,16.0,8.0,59.0,882.0,Fresno,Kerman,City,2012-10-22
6129.0,1534.0,3430.0,178.0,0.0,18.0,23.0,9.0,70.0,867.0,Fresno,Kingsburg,City,2012-10-22
2083.0,1411.0,324.0,25.0,0.0,6.0,9.0,2.0,12.0,294.0,Fresno,Mendota,City,2012-10-22
2616.0,1731.0,383.0,38.0,0.0,4.0,3.0,10.0,22.0,425.0,Fresno,Orange Cove,City,2012-10-22
3649.0,2220.0,649.0,44.0,0.0,13.0,7.0,15.0,33.0,668.0,Fresno,Parlier,City,2012-10-22
8664.0,3355.0,3507.0,196.0,0.0,21.0,32.0,24.0,97.0,1432.0,Fresno,Reedley,City,2012-10-22
668.0,402.0,117.0,14.0,0.0,0.0,2.0,4.0,5.0,124.0,Fresno,San Joaquin,City,2012-10-22
9881.0,4866.0,2985.0,176.0,0.0,32.0,40.0,30.0,85.0,1667.0,Fresno,Sanger,City,2012-10-22
8344.0,3917.0,2767.0,212.0,0.0,10.0,25.0,18.0,81.0,1314.0,Fresno,Selma,City,2012-10-22
81093.0,26905.0,38575.0,2204.0,1.0,317.0,424.0,189.0,915.0,11563.0,Fresno,Unincorporated Area,City,2012-10-22
2556.0,749.0,1109.0,109.0,0.0,10.0,20.0,12.0,6.0,541.0,Glenn,County Supervisorial  1,County Supervisorial,2012-10-22
2574.0,813.0,1112.0,81.0,0.0,11.0,15.0,6.0,3.0,533.0,Glenn,County Supervisorial  2,County Supervisorial,2012-10-22
2709.0,699.0,1445.0,102.0,0.0,9.0,9.0,10.0,4.0,431.0,Glenn,County Supervisorial  3,County Supervisorial,2012-10-22
2396.0,757.0,996.0,108.0,0.0,7.0,17.0,13.0,6.0,492.0,Glenn,County Supervisorial  4,County Supervisorial,2012-10-22
2307.0,811.0,994.0,71.0,0.0,8.0,12.0,6.0,3.0,402.0,Glenn,County Supervisorial  5,County Supervisorial,2012-10-22
1124.0,274.0,651.0,30.0,0.0,5.0,6.0,1.0,1.0,156.0,Glenn,US Congressional  1,US Congressional,2012-10-22
11418.0,3555.0,5005.0,441.0,0.0,40.0,67.0,46.0,21.0,2243.0,Glenn,US Congressional  3,US Congressional,2012-10-22
12542.0,3829.0,5656.0,471.0,0.0,45.0,73.0,47.0,22.0,2399.0,Glenn,State Senate  4,State Senate,2012-10-22
12542.0,3829.0,5656.0,471.0,0.0,45.0,73.0,47.0,22.0,2399.0,Glenn,State Assembly  3,State Assembly,2012-10-22
12542.0,3829.0,5656.0,471.0,0.0,45.0,73.0,47.0,22.0,2399.0,Glenn,State Board of Equalization 2,State Board of Equalization,2012-10-22
