Total_Registered,Democratic,Republican,American_Independent,Green,Libertarian,Natural_Law,Peace_and_Freedom,Other,Decline_to_State,county,district,district_type,date
74559.0,49501.0,8249.0,1056.0,1410.0,303.0,165.0,327.0,400.0,13148.0,Contra Costa,County Supervisorial 1,County Supervisorial,2006-05-22
111679.0,53384.0,34220.0,1957.0,1087.0,541.0,120.0,204.0,879.0,19287.0,Contra Costa,County Supervisorial 2,County Supervisorial,2006-05-22
126869.0,44832.0,54975.0,2296.0,644.0,500.0,77.0,128.0,816.0,22601.0,Contra Costa,County Supervisorial 3,County Supervisorial,2006-05-22
91687.0,42069.0,28559.0,1946.0,815.0,529.0,104.0,237.0,670.0,16758.0,Contra Costa,County Supervisorial 4,County Supervisorial,2006-05-22
84469.0,46349.0,19132.0,1956.0,357.0,344.0,61.0,324.0,455.0,15491.0,Contra Costa,County Supervisorial 5,County Supervisorial,2006-05-22
169280.0,98514.0,32125.0,3244.0,1834.0,785.0,286.0,668.0,1080.0,30744.0,Contra Costa,US Congressional 7,US Congressional,2006-05-22
235510.0,108515.0,75614.0,4351.0,2147.0,1111.0,194.0,465.0,1668.0,41445.0,Contra Costa,US Congressional 10,US Congressional,2006-05-22
84473.0,29106.0,37396.0,1616.0,332.0,321.0,47.0,87.0,472.0,15096.0,Contra Costa,US Congressional 11,US Congressional,2006-05-22
457418.0,213874.0,142607.0,8678.0,3813.0,2116.0,406.0,1032.0,3070.0,81822.0,Contra Costa,State Senate 7,State Senate,2006-05-22
31845.0,22261.0,2528.0,533.0,500.0,101.0,121.0,188.0,150.0,5463.0,Contra Costa,State Senate 9,State Senate,2006-05-22
195200.0,102085.0,48445.0,4178.0,1470.0,967.0,200.0,624.0,1287.0,35944.0,Contra Costa,State Assembly 11,State Assembly,2006-05-22
129693.0,72006.0,29130.0,1972.0,1968.0,578.0,209.0,402.0,852.0,22576.0,Contra Costa,State Assembly 14,State Assembly,2006-05-22
164370.0,62044.0,67560.0,3061.0,875.0,672.0,118.0,194.0,1081.0,28765.0,Contra Costa,State Assembly 15,State Assembly,2006-05-22
489263.0,236135.0,145135.0,9211.0,4313.0,2217.0,527.0,1220.0,3220.0,87285.0,Contra Costa,State Board of Equalization 1,State Board of Equalization,2006-05-22
41782.0,22428.0,10065.0,963.0,188.0,158.0,28.0,129.0,210.0,7613.0,Contra Costa,Antioch,City,2006-05-22
19640.0,7922.0,7700.0,425.0,62.0,62.0,4.0,29.0,87.0,3349.0,Contra Costa,Brentwood,City,2006-05-22
7155.0,2626.0,3147.0,129.0,27.0,26.0,4.0,8.0,45.0,1143.0,Contra Costa,Clayton,City,2006-05-22
54150.0,25617.0,16096.0,1214.0,457.0,328.0,60.0,155.0,390.0,9833.0,Contra Costa,Concord,City,2006-05-22
26624.0,8490.0,12821.0,419.0,107.0,111.0,17.0,23.0,163.0,4473.0,Contra Costa,Danville,City,2006-05-22
13492.0,8344.0,1780.0,110.0,381.0,69.0,6.0,44.0,75.0,2683.0,Contra Costa,El Cerrito,City,2006-05-22
10915.0,6317.0,1865.0,158.0,67.0,28.0,19.0,36.0,68.0,2357.0,Contra Costa,Hercules,City,2006-05-22
15767.0,6545.0,6000.0,268.0,185.0,82.0,11.0,17.0,142.0,2517.0,Contra Costa,Lafayette,City,2006-05-22
20964.0,10261.0,5819.0,457.0,248.0,152.0,22.0,46.0,184.0,3775.0,Contra Costa,Martinez,City,2006-05-22
10150.0,3848.0,4148.0,158.0,70.0,44.0,5.0,6.0,76.0,1795.0,Contra Costa,Moraga,City,2006-05-22
11864.0,5742.0,3538.0,316.0,42.0,48.0,5.0,37.0,61.0,2075.0,Contra Costa,Oakley,City,2006-05-22
12654.0,5344.0,4754.0,188.0,121.0,69.0,14.0,12.0,101.0,2051.0,Contra Costa,Orinda,City,2006-05-22
9376.0,5403.0,1917.0,164.0,87.0,31.0,9.0,23.0,63.0,1679.0,Contra Costa,Pinole,City,2006-05-22
22506.0,13650.0,3695.0,469.0,86.0,93.0,21.0,115.0,126.0,4251.0,Contra Costa,Pittsburg,City,2006-05-22
18426.0,8533.0,5501.0,357.0,223.0,93.0,23.0,52.0,148.0,3496.0,Contra Costa,Pleasant Hill,City,2006-05-22
38045.0,26466.0,3398.0,555.0,594.0,114.0,119.0,181.0,186.0,6432.0,Contra Costa,Richmond,City,2006-05-22
7240.0,4741.0,738.0,151.0,84.0,26.0,19.0,53.0,43.0,1385.0,Contra Costa,San Pablo,City,2006-05-22
28350.0,10130.0,11160.0,560.0,136.0,120.0,20.0,31.0,169.0,6024.0,Contra Costa,San Ramon,City,2006-05-22
40889.0,17425.0,15192.0,636.0,338.0,186.0,41.0,46.0,342.0,6683.0,Contra Costa,Walnut Creek,City,2006-05-22
79274.0,36303.0,25801.0,1514.0,810.0,377.0,80.0,177.0,541.0,13671.0,Contra Costa,Unincorporated Area,City,2006-05-22
1809.0,699.0,619.0,66.0,22.0,16.0,0.0,5.0,25.0,357.0,Del Norte,County Supervisorial 1,County Supervisorial,2006-05-22
2087.0,763.0,770.0,67.0,23.0,18.0,2.0,12.0,24.0,408.0,Del Norte,County Supervisorial 2,County Supervisorial,2006-05-22
2831.0,1029.0,1168.0,72.0,19.0,25.0,1.0,3.0,19.0,495.0,Del Norte,County Supervisorial 3,County Supervisorial,2006-05-22
2783.0,923.0,1247.0,76.0,20.0,14.0,2.0,9.0,22.0,470.0,Del Norte,County Supervisorial 4,County Supervisorial,2006-05-22
2682.0,1053.0,995.0,86.0,32.0,19.0,0.0,10.0,24.0,463.0,Del Norte,County Supervisorial 5,County Supervisorial,2006-05-22
12192.0,4467.0,4799.0,367.0,116.0,92.0,5.0,39.0,114.0,2193.0,Del Norte,US Congressional 1,US Congressional,2006-05-22
12192.0,4467.0,4799.0,367.0,116.0,92.0,5.0,39.0,114.0,2193.0,Del Norte,State Senate 4,State Senate,2006-05-22
12192.0,4467.0,4799.0,367.0,116.0,92.0,5.0,39.0,114.0,2193.0,Del Norte,State Assembly 1,State Assembly,2006-05-22
12192.0,4467.0,4799.0,367.0,116.0,92.0,5.0,39.0,114.0,2193.0,Del Norte,State Board of Equalization 1,State Board of Equalization,2006-05-22
1635.0,628.0,549.0,55.0,20.0,12.0,2.0,10.0,16.0,343.0,Del Norte,Crescent City,City,2006-05-22
10557.0,3839.0,4250.0,312.0,96.0,80.0,3.0,29.0,98.0,1850.0,Del Norte,Unincorporated Area,City,2006-05-22
20495.0,5458.0,11189.0,398.0,101.0,99.0,7.0,26.0,109.0,3108.0,El Dorado,County Supervisorial 1,County Supervisorial,2006-05-22
24393.0,7226.0,11987.0,621.0,204.0,179.0,7.0,56.0,152.0,3961.0,El Dorado,County Supervisorial 2,County Supervisorial,2006-05-22
18328.0,6222.0,8121.0,518.0,219.0,108.0,11.0,62.0,130.0,2937.0,El Dorado,County Supervisorial 3,County Supervisorial,2006-05-22
21772.0,6302.0,11033.0,532.0,212.0,157.0,11.0,31.0,144.0,3350.0,El Dorado,County Supervisorial 4,County Supervisorial,2006-05-22
14183.0,5354.0,4077.0,455.0,300.0,139.0,21.0,77.0,120.0,3640.0,El Dorado,County Supervisorial 5,County Supervisorial,2006-05-22
99171.0,30562.0,46407.0,2524.0,1036.0,682.0,57.0,252.0,655.0,16996.0,El Dorado,US Congressional 4,US Congressional,2006-05-22
99171.0,30562.0,46407.0,2524.0,1036.0,682.0,57.0,252.0,655.0,16996.0,El Dorado,State Senate 1,State Senate,2006-05-22
78009.0,25032.0,34780.0,2133.0,942.0,587.0,52.0,243.0,558.0,13682.0,El Dorado,State Assembly 4,State Assembly,2006-05-22
21162.0,5530.0,11627.0,391.0,94.0,95.0,5.0,9.0,97.0,3314.0,El Dorado,State Assembly 10,State Assembly,2006-05-22
99171.0,30562.0,46407.0,2524.0,1036.0,682.0,57.0,252.0,655.0,16996.0,El Dorado,State Board of Equalization 2,State Board of Equalization,2006-05-22
5084.0,1830.0,2032.0,152.0,92.0,26.0,3.0,20.0,38.0,891.0,El Dorado,Placerville,City,2006-05-22
8459.0,3236.0,2348.0,291.0,176.0,88.0,15.0,53.0,73.0,2179.0,El Dorado,South Lake Tahoe,City,2006-05-22
85628.0,25496.0,42027.0,2081.0,768.0,568.0,39.0,179.0,544.0,13926.0,El Dorado,Unincorporated Area,City,2006-05-22
57077.0,27316.0,21050.0,1006.0,216.0,191.0,46.0,103.0,495.0,6654.0,Fresno,County Supervisorial 1,County Supervisorial,2006-05-22
86674.0,28933.0,44845.0,1330.0,524.0,320.0,49.0,110.0,803.0,9760.0,Fresno,County Supervisorial 2,County Supervisorial,2006-05-22
46836.0,24109.0,15519.0,777.0,361.0,162.0,41.0,108.0,409.0,5350.0,Fresno,County Supervisorial 3,County Supervisorial,2006-05-22
49596.0,21225.0,21461.0,760.0,124.0,133.0,43.0,102.0,378.0,5370.0,Fresno,County Supervisorial 4,County Supervisorial,2006-05-22
85428.0,27739.0,44101.0,1673.0,397.0,328.0,37.0,129.0,837.0,10187.0,Fresno,County Supervisorial 5,County Supervisorial,2006-05-22
1373.0,476.0,735.0,21.0,3.0,5.0,0.0,2.0,10.0,121.0,Fresno,US Congressional 18,US Congressional,2006-05-22
112280.0,41736.0,53088.0,1880.0,713.0,436.0,83.0,162.0,1073.0,13109.0,Fresno,US Congressional 19,US Congressional,2006-05-22
80838.0,43242.0,26198.0,1267.0,344.0,240.0,71.0,199.0,608.0,8669.0,Fresno,US Congressional 20,US Congressional,2006-05-22
131120.0,43868.0,66955.0,2378.0,562.0,453.0,62.0,189.0,1231.0,15422.0,Fresno,US Congressional 21,US Congressional,2006-05-22
217750.0,73259.0,110818.0,3784.0,1192.0,812.0,127.0,301.0,2047.0,25410.0,Fresno,State Senate 14,State Senate,2006-05-22
107861.0,56063.0,36158.0,1762.0,430.0,322.0,89.0,251.0,875.0,11911.0,Fresno,State Senate 16,State Senate,2006-05-22
185783.0,62081.0,94930.0,3273.0,965.0,708.0,104.0,253.0,1793.0,21676.0,Fresno,State Assembly 29,State Assembly,2006-05-22
13866.0,4691.0,7081.0,262.0,33.0,53.0,15.0,32.0,118.0,1581.0,Fresno,State Assembly 30,State Assembly,2006-05-22
125962.0,62550.0,44965.0,2011.0,624.0,373.0,97.0,267.0,1011.0,14064.0,Fresno,State Assembly 31,State Assembly,2006-05-22
325611.0,129322.0,146976.0,5546.0,1622.0,1134.0,216.0,552.0,2922.0,37321.0,Fresno,State Board of Equalization 2,State Board of Equalization,2006-05-22
40217.0,11993.0,21845.0,763.0,165.0,141.0,15.0,60.0,359.0,4876.0,Fresno,Clovis,City,2006-05-22
3257.0,1246.0,1371.0,85.0,9.0,20.0,5.0,10.0,28.0,483.0,Fresno,Coalinga,City,2006-05-22
1384.0,778.0,391.0,26.0,1.0,4.0,1.0,6.0,7.0,170.0,Fresno,Firebaugh,City,2006-05-22
1748.0,825.0,682.0,23.0,2.0,2.0,1.0,3.0,10.0,200.0,Fresno,Fowler,City,2006-05-22
171783.0,73068.0,71708.0,2884.0,1011.0,600.0,129.0,294.0,1563.0,20526.0,Fresno,Fresno,City,2006-05-22
768.0,552.0,99.0,14.0,0.0,1.0,4.0,8.0,8.0,82.0,Fresno,Huron,City,2006-05-22
3284.0,1532.0,1227.0,59.0,4.0,10.0,1.0,5.0,33.0,413.0,Fresno,Kerman,City,2006-05-22
5032.0,1306.0,3039.0,77.0,14.0,10.0,4.0,5.0,47.0,530.0,Fresno,Kingsburg,City,2006-05-22
1491.0,1076.0,263.0,17.0,4.0,8.0,1.0,3.0,8.0,111.0,Fresno,Mendota,City,2006-05-22
1280.0,751.0,334.0,14.0,0.0,3.0,5.0,4.0,8.0,161.0,Fresno,Orange Cove,City,2006-05-22
2545.0,1715.0,480.0,34.0,7.0,6.0,1.0,11.0,16.0,275.0,Fresno,Parlier,City,2006-05-22
6778.0,2586.0,3196.0,92.0,27.0,18.0,4.0,10.0,50.0,795.0,Fresno,Reedley,City,2006-05-22
432.0,278.0,81.0,12.0,0.0,1.0,0.0,4.0,1.0,55.0,Fresno,San Joaquin,City,2006-05-22
6583.0,3652.0,2057.0,74.0,19.0,20.0,3.0,21.0,50.0,687.0,Fresno,Sanger,City,2006-05-22
6848.0,3201.0,2752.0,111.0,14.0,13.0,6.0,10.0,37.0,704.0,Fresno,Selma,City,2006-05-22
72181.0,24763.0,37451.0,1261.0,345.0,277.0,36.0,98.0,697.0,7253.0,Fresno,Unincorporated Area,City,2006-05-22
2503.0,789.0,1164.0,70.0,11.0,12.0,1.0,11.0,9.0,436.0,Glenn,County Supervisorial 1,County Supervisorial,2006-05-22
2277.0,747.0,1052.0,55.0,16.0,3.0,3.0,5.0,5.0,391.0,Glenn,County Supervisorial 2,County Supervisorial,2006-05-22
2775.0,814.0,1487.0,74.0,4.0,7.0,2.0,6.0,4.0,377.0,Glenn,County Supervisorial 3,County Supervisorial,2006-05-22
2256.0,796.0,974.0,72.0,4.0,12.0,1.0,6.0,10.0,381.0,Glenn,County Supervisorial 4,County Supervisorial,2006-05-22
2042.0,744.0,930.0,41.0,11.0,5.0,2.0,9.0,1.0,299.0,Glenn,County Supervisorial 5,County Supervisorial,2006-05-22
11853.0,3890.0,5607.0,312.0,46.0,39.0,9.0,37.0,29.0,1884.0,Glenn,US Congressional 2,US Congressional,2006-05-22
11853.0,3890.0,5607.0,312.0,46.0,39.0,9.0,37.0,29.0,1884.0,Glenn,State Senate 4,State Senate,2006-05-22
11853.0,3890.0,5607.0,312.0,46.0,39.0,9.0,37.0,29.0,1884.0,Glenn,State Assembly 2,State Assembly,2006-05-22
11853.0,3890.0,5607.0,312.0,46.0,39.0,9.0,37.0,29.0,1884.0,Glenn,State Board of Equalization 2,State Board of Equalization,2006-05-22
2543.0,859.0,1134.0,61.0,19.0,3.0,3.0,7.0,5.0,452.0,Glenn,Orland,City,2006-05-22
2546.0,895.0,1101.0,81.0,4.0,12.0,1.0,8.0,10.0,434.0,Glenn,Willows,City,2006-05-22
6764.0,2136.0,3372.0,170.0,23.0,24.0,5.0,22.0,14.0,998.0,Glenn,Unincorporated Area,City,2006-05-22
15464.0,6000.0,5923.0,351.0,398.0,111.0,11.0,35.0,56.0,2579.0,Humboldt,County Supervisorial 1,County Supervisorial,2006-05-22
16223.0,6288.0,5621.0,414.0,614.0,146.0,17.0,61.0,36.0,3026.0,Humboldt,County Supervisorial 2,County Supervisorial,2006-05-22
